UID,SITE_ID,STATE,DATE_COL,BATCH_ID,PARAMETER,PARAMETER_2,PARAMETER_NAME,RESULT,UNITS,MDL,MRL,PQL,DATE_ANALYZED,HOLDING_TIME,QACODE,LAB_SAMPLE_ID,SAMPLE_ID,METHOD
1903,NCCAGL10-GLBA10-045,MI,40442,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.36625,mg N/L,0.036,,,40457,15,,1011180,562201,
1904,NCCAGL10-GLBA10-046,WI,40414,100909,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.4,ug/L,0.09,,,40430,16,J01,1010934,577492,
1904,NCCAGL10-GLBA10-046,WI,40414,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00633,mg P/L,0.001,0.004,,40464,50,,1010934,577491,
1904,NCCAGL10-GLBA10-046,WI,40414,100902.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.375,mg N/L,0.036,,,40423,9,,1010934,577491,
1905,NCCAGL10-GLBA10-057,WI,40416,100914,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.26,ug/L,0.09,,,40435,19,J01,1010984,577532,
1905,NCCAGL10-GLBA10-057,WI,40416,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.01342,mg P/L,0.001,0.004,,40464,48,,1010984,577531,
1905,NCCAGL10-GLBA10-057,WI,40416,100908.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.3725,mg N/L,0.036,,,40429,13,,1010984,577531,
1906,NCCAGL10-GLBA10-061,MI,40443,101005,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.09,ug/L,0.09,,,40456,13,J01,1011186,577742,
1906,NCCAGL10-GLBA10-061,MI,40443,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.001,mg P/L,0.001,0.004,,40909,14,N,1011186,577741,
1906,NCCAGL10-GLBA10-061,MI,40443,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.375,mg N/L,0.036,,,40457,14,,1011186,577741,
1907,NCCAGL10-GLBA10-066,MI,40447,101005,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.42,ug/L,0.09,,,40456,9,J01,1011193,577612,
1907,NCCAGL10-GLBA10-066,MI,40447,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.3725,mg N/L,0.036,,,40457,10,,1011193,577611,
1907,NCCAGL10-GLBA10-066,MI,40447,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0038675,mg P/L,0.001,0.004,,40457,10,J03,1011193,577611,
1908,NCCAGL10-GLBA10-076,MI,40400,100827,CHLA,Chlorophyll_a_ugL,Chlorophyll A,11.48,ug/L,0.09,,,40417,17,J01,1010768,564642,
1908,NCCAGL10-GLBA10-076,MI,40400,101007.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.01925375,mg P/L,0.001,0.004,,40458,58,,1010768,564641,
1908,NCCAGL10-GLBA10-076,MI,40400,100817.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.71,mg N/L,0.036,,,40407,7,,1010768,564641,
1909,NCCAGL10-GLBA10-077,MI,40448,101005,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.01,ug/L,0.09,,,40456,8,J01,1011204,577962,
1909,NCCAGL10-GLBA10-077,MI,40448,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.36375,mg N/L,0.036,,,40457,9,,1011204,577961,
1909,NCCAGL10-GLBA10-077,MI,40448,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.002355,mg P/L,0.001,0.004,,40457,9,J03,1011204,577961,
1910,NCCAGL10-GLBA10-089,WI,40419,100911.2,CHLA,Chlorophyll_a_ugL,Chlorophyll A,41.24,ug/L,0.09,,,40432,13,J01,1010980,577702,
1910,NCCAGL10-GLBA10-089,WI,40419,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0980475,mg P/L,0.001,0.004,,40464,45,,1010980,577701,
1910,NCCAGL10-GLBA10-089,WI,40419,100908.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.38,mg N/L,0.036,,,40429,10,,1010980,577701,
1911,NCCAGL10-GLBA10-098,MI,40448,101005,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.38,ug/L,0.09,,,40456,8,J01,1011194,577592,
1911,NCCAGL10-GLBA10-098,MI,40448,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.003175,mg P/L,0.001,0.004,,40457,9,J03,1011194,577591,
1911,NCCAGL10-GLBA10-098,MI,40448,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.37375,mg N/L,0.036,,,40457,9,,1011194,577591,
1912,NCCAGL10-GLBA10-106,WI,40420,100916,CHLA,Chlorophyll_a_ugL,Chlorophyll A,49.64,ug/L,0.09,,,40437,17,J01,1011009,577722,
1912,NCCAGL10-GLBA10-106,WI,40420,100909.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.345,mg N/L,0.036,,,40430,10,,1011009,577721,
1912,NCCAGL10-GLBA10-106,WI,40420,101014.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.1736125,mg P/L,0.001,0.004,,40465,45,,1011009,577721,
1913,NCCAGL10-GLBA10-108,MI,40408,100903,CHLA,Chlorophyll_a_ugL,Chlorophyll A,13,ug/L,0.09,,,40424,16,J01,1010874,577342,
1913,NCCAGL10-GLBA10-108,MI,40408,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.76125,mg N/L,0.036,,,40422,14,,1010874,577341,
1913,NCCAGL10-GLBA10-108,MI,40408,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0355875,mg P/L,0.001,0.004,,40463,55,,1010874,577341,
1914,NCCAGL10-GLBA10-109,MI,40444,101005,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.18,ug/L,0.09,,,40456,12,J01,1011189,577662,
1914,NCCAGL10-GLBA10-109,MI,40444,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00345,mg P/L,0.001,0.004,,40457,13,J03,1011189,577661,
1914,NCCAGL10-GLBA10-109,MI,40444,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.39,mg N/L,0.036,,,40457,13,,1011189,577661,
1915,NCCAGL10-GLBA10-114,WI,40435,100930,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.98,ug/L,0.09,,,40451,16,J01,1011130,561522,
1915,NCCAGL10-GLBA10-114,WI,40435,101005.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.001,mg P/L,0.001,0.004,,40909,21,N,1011130,561521,
1915,NCCAGL10-GLBA10-114,WI,40435,101005.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.50125,mg N/L,0.036,,,40456,21,,1011130,561521,
1916,NCCAGL10-GLBA10-121,WI,40418,100911.2,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.42,ug/L,0.09,,,40432,14,J01,1010979,577732,
1916,NCCAGL10-GLBA10-121,WI,40418,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00976875,mg P/L,0.001,0.004,,40464,46,,1010979,577731,
1916,NCCAGL10-GLBA10-121,WI,40418,100908.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.36625,mg N/L,0.036,,,40429,11,,1010979,577731,
1917,NCCAGL10-GLBA10-125,MI,40444,101005,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.55,ug/L,0.09,,,40456,12,J01,1011191,577712,
1917,NCCAGL10-GLBA10-125,MI,40444,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00371125,mg P/L,0.001,0.004,,40457,13,J03,1011191,577711,
1917,NCCAGL10-GLBA10-125,MI,40444,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.375,mg N/L,0.036,,,40457,13,,1011191,577711,
1918,NCCAGL10-GLBA10-126,WI,40413,100909,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.41,ug/L,0.09,,,40430,17,J01,1010924,577542,
1918,NCCAGL10-GLBA10-126,WI,40413,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.37625,mg N/L,0.036,,,40422,9,,1010924,577541,
1918,NCCAGL10-GLBA10-126,WI,40413,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00887,mg P/L,0.001,0.004,,40464,51,,1010924,577541,
1919,NCCAGL10-GLBA10-130,MI,40443,101005,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.99,ug/L,0.09,,,40456,13,J01,1011178,564972,
1919,NCCAGL10-GLBA10-130,MI,40443,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.38375,mg N/L,0.036,,,40457,14,,1011178,564971,
1919,NCCAGL10-GLBA10-130,MI,40443,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0031675,mg P/L,0.001,0.004,,40457,14,J03,1011178,564971,
1920,NCCAGL10-GLBA10-135,MI,40436,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.27375,mg N/L,0.036,,,40457,21,,1011145,577911,
1920,NCCAGL10-GLBA10-135,MI,40436,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00614375,mg P/L,0.001,0.004,,40457,21,,1011145,577911,
1920,NCCAGL10-GLBA10-135,MI,40436,100930,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.182368,ug/L,0.09,,,40451,15,J01,1011145,577912,
1921,NCCAGL10-GLBA10-140,MI,40407,100901,CHLA,Chlorophyll_a_ugL,Chlorophyll A,12.6,ug/L,0.09,,,40422,15,J01,1010837,562712,
1921,NCCAGL10-GLBA10-140,MI,40407,100831.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.03875,mg N/L,0.036,,,40421,14,,1010837,562711,
1921,NCCAGL10-GLBA10-140,MI,40407,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0367825,mg P/L,0.001,0.004,,40463,56,,1010837,562711,
1922,NCCAGL10-GLBA10-142,WI,40415,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.01725625,mg P/L,0.001,0.004,,40464,49,,1010948,577551,
1922,NCCAGL10-GLBA10-142,WI,40415,100902.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.613,mg N/L,0.036,,,40423,8,,1010948,577551,
1922,NCCAGL10-GLBA10-142,WI,40415,100910,CHLA,Chlorophyll_a_ugL,Chlorophyll A,5.0478,ug/L,0.09,,,40431,16,J01,1010948,577552,
1923,NCCAGL10-GLBA10-152,MI,40406,100901,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.75,ug/L,0.09,,,40422,16,J01,1010835,577332,
1923,NCCAGL10-GLBA10-152,MI,40406,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.040635,mg P/L,0.001,0.004,,40463,57,,1010835,577331,
1923,NCCAGL10-GLBA10-152,MI,40406,100831.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.5,mg N/L,0.036,,,40421,15,,1010835,577331,
1924,NCCAGL10-GLBA10-157,MI,40445,101005,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.4,ug/L,0.09,,,40456,11,J01,1011197,577862,
1924,NCCAGL10-GLBA10-157,MI,40445,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00295875,mg P/L,0.001,0.004,,40457,12,J03,1011197,577861,
1924,NCCAGL10-GLBA10-157,MI,40445,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.38,mg N/L,0.036,,,40457,12,,1011197,577861,
1925,NCCAGL10-GLBA10-161,MI,40409,100908,CHLA,Chlorophyll_a_ugL,Chlorophyll A,8.49,ug/L,0.09,,,40429,20,J01,1010884,577352,
1925,NCCAGL10-GLBA10-161,MI,40409,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.755,mg N/L,0.036,,,40422,13,,1010884,577351,
1925,NCCAGL10-GLBA10-161,MI,40409,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02210875,mg P/L,0.001,0.004,,40463,54,,1010884,577351,
1926,NCCAGL10-GLBA10-168,WI,40417,100914,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.03,ug/L,0.09,,,40435,18,J01,1010983,577692,
1926,NCCAGL10-GLBA10-168,WI,40417,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0075875,mg P/L,0.001,0.004,,40464,47,,1010983,577691,
1926,NCCAGL10-GLBA10-168,WI,40417,100908.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.3125,mg N/L,0.036,,,40429,12,,1010983,577691,
1927,NCCAGL10-GLBA10-173,MI,40449,101007,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.13,ug/L,0.09,,,40458,9,J01,1011208,577682,
1927,NCCAGL10-GLBA10-173,MI,40449,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0161625,mg P/L,0.001,0.004,,40457,8,,1011208,577681,
1927,NCCAGL10-GLBA10-173,MI,40449,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.455,mg N/L,0.036,,,40457,8,,1011208,577681,
2148,NCCAGL10-GLBA10-146,WI,40440,101001,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.36,ug/L,0.09,,,40452,12,J01,1011173,577382,
2148,NCCAGL10-GLBA10-146,WI,40440,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00360625,mg P/L,0.001,0.004,,40457,17,J03,1011173,577381,
2148,NCCAGL10-GLBA10-146,WI,40440,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.385,mg N/L,0.036,,,40457,17,,1011173,577381,
2149,NCCAGL10-GLBA10-134,WI,40411,100909,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.15,ug/L,0.09,,,40430,19,J01,1010907,565022,
2149,NCCAGL10-GLBA10-134,WI,40411,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0524575,mg P/L,0.001,0.004,,40464,53,,1010907,565021,
2149,NCCAGL10-GLBA10-134,WI,40411,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.92625,mg N/L,0.036,,,40422,11,,1010907,565021,
2150,NCCAGL10-GLBA10-118,WI,40412,100909,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.28,ug/L,0.09,,,40430,18,J01,1010906,565342,
2150,NCCAGL10-GLBA10-118,WI,40412,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.06306625,mg P/L,0.001,0.004,,40464,52,,1010906,565341,
2150,NCCAGL10-GLBA10-118,WI,40412,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.06125,mg N/L,0.036,,,40422,10,,1010906,565341,
2151,NCCAGL10-GLBA10-082,WI,40439,101001,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.52,ug/L,0.09,,,40452,13,J01,1011171,577152,
2151,NCCAGL10-GLBA10-082,WI,40439,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00394,mg P/L,0.001,0.004,,40457,18,J03,1011171,577151,
2151,NCCAGL10-GLBA10-082,WI,40439,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.41,mg N/L,0.036,,,40457,18,,1011171,577151,
2152,NCCAGL10-GLBA10-006,WI,40438,101001,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.55,ug/L,0.09,,,40452,14,J01,1011172,577312,
2152,NCCAGL10-GLBA10-006,WI,40438,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00402125,mg P/L,0.001,0.004,,40457,19,,1011172,577311,
2152,NCCAGL10-GLBA10-006,WI,40438,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.41,mg N/L,0.036,,,40457,19,,1011172,577311,
2153,NCCAGL10-GLBA10-038,MN,40413,100909,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.55,ug/L,0.09,,,40430,17,J01,1010922,565012,
2153,NCCAGL10-GLBA10-038,MN,40413,101013.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.06370375,mg P/L,0.001,0.004,,40464,51,,1010922,565011,
2153,NCCAGL10-GLBA10-038,MN,40413,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.085,mg N/L,0.036,,,40422,9,,1010922,565011,
2154,NCCAGL10-GLBA10-050,WI,40437,101001,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.91,ug/L,0.09,,,40452,15,J01,1011155,577362,
2154,NCCAGL10-GLBA10-050,WI,40437,101006.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.41375,mg N/L,0.036,,,40457,20,,1011155,577361,
2154,NCCAGL10-GLBA10-050,WI,40437,101006.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00395875,mg P/L,0.001,0.004,,40457,20,J03,1011155,577361,
2316,NCCA10-SCRT-10129,SC,40393,100819,CHLA,Chlorophyll_a_ugL,Chlorophyll A,30.36,ug/L,0.09,,,40409,16,J01,1010683,571182,
2316,NCCA10-SCRT-10129,SC,40393,100811.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.072210625,mg P/L,0.0012,0.0024,,40401,8,,1010683,571181,
2316,NCCA10-SCRT-10129,SC,40393,100811.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.765,mg N/L,0.015,0.03,,40401,8,,1010683,571181,
2320,NCCA10-SCRO-10378,SC,40408,100831.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.6375,mg N/L,0.015,0.03,,40421,13,,1010836,566581,
2320,NCCA10-SCRO-10378,SC,40408,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.115305,mg P/L,0.0012,0.0024,,40463,55,,1010836,566581,
2321,NCCA10-SCRO-10389,SC,40407,100831.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.66375,mg N/L,0.015,0.03,,40421,14,,1010826,566021,
2321,NCCA10-SCRO-10389,SC,40407,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.1490675,mg P/L,0.0012,0.0024,,40463,56,,1010826,566021,
2322,NCCA10-SCRT-10133,SC,40401,100827,CHLA,Chlorophyll_a_ugL,Chlorophyll A,7.5,ug/L,0.09,,,40417,16,J01,1010762,572612,
2322,NCCA10-SCRT-10133,SC,40401,100817.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.96,mg N/L,0.015,0.03,,40407,6,,1010762,572611,
2322,NCCA10-SCRT-10133,SC,40401,101007.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0952675,mg P/L,0.0012,0.0024,,40458,57,,1010762,572611,
2323,NCCA10-SCRO-10382,SC,40400,100826,CHLA,Chlorophyll_a_ugL,Chlorophyll A,8.13,ug/L,0.09,,,40416,16,J01,1010742,568902,
2323,NCCA10-SCRO-10382,SC,40400,101007.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.06495875,mg P/L,0.0012,0.0024,,40458,58,,1010742,568901,
2323,NCCA10-SCRO-10382,SC,40400,100817.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.38625,mg N/L,0.015,0.03,,40407,7,,1010742,568901,
2324,NCCA10-SCRT-10121,SC,40400,100826,CHLA,Chlorophyll_a_ugL,Chlorophyll A,11.66,ug/L,0.09,,,40416,16,J01,1010743,569132,
2324,NCCA10-SCRT-10121,SC,40400,101028.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.102951,mg P/L,0.0012,0.0024,,40479,79,,1010743,569131,
2324,NCCA10-SCRT-10121,SC,40400,100817.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.5725,mg N/L,0.015,0.03,,40407,7,,1010743,569131,
2325,NCCA10-SCRT-10116,SC,40394,100819,CHLA,Chlorophyll_a_ugL,Chlorophyll A,8.96,ug/L,0.09,,,40409,15,J01,1010678,571092,
2325,NCCA10-SCRT-10116,SC,40394,100810.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.424375,mg N/L,0.015,0.03,,40400,6,,1010678,571091,
2325,NCCA10-SCRT-10116,SC,40394,100810.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.067285,mg P/L,0.0012,0.0024,,40400,6,,1010678,571091,
2326,NCCA10-SCRO-10376,SC,40394,100819,CHLA,Chlorophyll_a_ugL,Chlorophyll A,12.03,ug/L,0.09,,,40409,15,J01,1010679,572622,
2326,NCCA10-SCRO-10376,SC,40394,100810.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.460625,mg N/L,0.015,0.03,,40400,6,,1010679,572621,
2326,NCCA10-SCRO-10376,SC,40394,100810.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0758,mg P/L,0.0012,0.0024,,40400,6,,1010679,572621,
2327,NCCA10-SCRO-10380,SC,40393,100819,CHLA,Chlorophyll_a_ugL,Chlorophyll A,17.47,ug/L,0.09,,,40409,16,J01,1010682,571082,
2327,NCCA10-SCRO-10380,SC,40393,100811.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.073774375,mg P/L,0.0012,0.0024,,40401,8,,1010682,571081,
2327,NCCA10-SCRO-10380,SC,40393,100811.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.865,mg N/L,0.015,0.03,,40401,8,,1010682,571081,
2328,NCCA10-SCRO-10375,SC,40380,100730,CHLA,Chlorophyll_a_ugL,Chlorophyll A,7.56,ug/L,0.09,,,40389,9,J01,1010516,568292,
2328,NCCA10-SCRO-10375,SC,40380,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.06908625,mg P/L,0.0012,0.0024,,40389,9,,1010516,568291,
2328,NCCA10-SCRO-10375,SC,40380,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.47625,mg N/L,0.015,0.03,,40389,9,,1010516,568291,
2329,NCCA10-SCRO-10379,SC,40379,100729,CHLA,Chlorophyll_a_ugL,Chlorophyll A,11.91,ug/L,0.09,,,40388,9,J01,1010496,568932,
2329,NCCA10-SCRO-10379,SC,40379,100729.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0690975,mg P/L,0.0012,0.0024,,40388,9,,1010496,568931,
2329,NCCA10-SCRO-10379,SC,40379,100729.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.54,mg N/L,0.015,0.03,,40388,9,,1010496,568931,
2330,NCCA10-SCRT-10123,SC,40379,100729,CHLA,Chlorophyll_a_ugL,Chlorophyll A,14.89,ug/L,0.09,,,40388,9,J01,1010497,568842,
2330,NCCA10-SCRT-10123,SC,40379,100729.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.15603625,mg P/L,0.0012,0.0024,,40388,9,,1010497,568871,
2330,NCCA10-SCRT-10123,SC,40379,100729.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.765,mg N/L,0.015,0.03,,40388,9,,1010497,568871,
2331,NCCA10-SCRT-10132,SC,40373,100723.1,CHLA,Chlorophyll_a_ugL,Chlorophyll A,12.14,ug/L,0.09,,,40382,9,J01,1010401,568612,
2331,NCCA10-SCRT-10132,SC,40373,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.57,mg N/L,0.015,0.03,,40380,7,,1010401,568611,
2331,NCCA10-SCRT-10132,SC,40373,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.1448675,mg P/L,0.0012,0.0024,,40380,7,,1010401,568611,
2332,NCCA10-SCRO-10388,SC,40373,100723.1,CHLA,Chlorophyll_a_ugL,Chlorophyll A,6.57,ug/L,0.09,,,40382,9,J01,1010402,568872,
2332,NCCA10-SCRO-10388,SC,40373,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.05718,mg P/L,0.0012,0.0024,,40380,7,,1010402,569101,
2332,NCCA10-SCRO-10388,SC,40373,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.4225,mg N/L,0.015,0.03,,40380,7,,1010402,569101,
2333,NCCA10-SCRT-10131,SC,40386,100810,CHLA,Chlorophyll_a_ugL,Chlorophyll A,16.15,ug/L,0.09,,,40400,14,J01,1010582,571532,
2333,NCCA10-SCRT-10131,SC,40386,100803.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.1334325,mg P/L,0.0012,0.0024,,40393,7,,1010582,571531,
2333,NCCA10-SCRT-10131,SC,40386,100803.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.82,mg N/L,0.015,0.03,,40393,7,,1010582,571531,
2334,NCCA10-SCRO-10390,SC,40387,100811,CHLA,Chlorophyll_a_ugL,Chlorophyll A,17.52,ug/L,0.09,,,40401,14,J01,1010607,571642,
2334,NCCA10-SCRO-10390,SC,40387,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.14606875,mg P/L,0.0012,0.0024,,40394,7,,1010607,571641,
2334,NCCA10-SCRO-10390,SC,40387,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.7,mg N/L,0.015,0.03,,40394,7,,1010607,571641,
2335,NCCA10-SCRO-10387,SC,40386,100810,CHLA,Chlorophyll_a_ugL,Chlorophyll A,9.57,ug/L,0.09,,,40400,14,J01,1010581,571192,
2335,NCCA10-SCRO-10387,SC,40386,100803.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.17148625,mg P/L,0.0012,0.0024,,40393,7,,1010581,571191,
2335,NCCA10-SCRO-10387,SC,40386,100803.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.81625,mg N/L,0.015,0.03,,40393,7,,1010581,571191,
2336,NCCA10-SCRT-10127,SC,40372,100722,CHLA,Chlorophyll_a_ugL,Chlorophyll A,9.1,ug/L,0.09,,,40381,9,J01,1010372,569102,
2336,NCCA10-SCRT-10127,SC,40372,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.6425,mg N/L,0.015,0.03,,40380,8,,1010372,568841,
2336,NCCA10-SCRT-10127,SC,40372,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.1726375,mg P/L,0.0012,0.0024,,40380,8,,1010372,568841,
2337,NCCA10-SCRT-10119,SC,40380,100730,CHLA,Chlorophyll_a_ugL,Chlorophyll A,13.6,ug/L,0.09,,,40389,9,J01,1010517,568912,
2337,NCCA10-SCRT-10119,SC,40380,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.1113175,mg P/L,0.0012,0.0024,,40389,9,,1010517,568911,
2337,NCCA10-SCRT-10119,SC,40380,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.65625,mg N/L,0.015,0.03,,40389,9,,1010517,568911,
2338,NCCA10-SCRT-10115,SC,40387,100811,CHLA,Chlorophyll_a_ugL,Chlorophyll A,15.61,ug/L,0.09,,,40401,14,J01,1010608,571542,
2338,NCCA10-SCRT-10115,SC,40387,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.62,mg N/L,0.015,0.03,,40394,7,,1010608,571541,
2338,NCCA10-SCRT-10115,SC,40387,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.13684125,mg P/L,0.0012,0.0024,,40394,7,,1010608,571541,
16475,NCCA10-1039,NH,40353,101109,PTL,Total_phosphorus_mgL,Total Phosphorus,0.05,mg P/L,0.007,,,40491,,Q06,NCAW06241001,566911,
16475,NCCA10-1039,NH,40353,101008,NTL,Total_nitrogen_mgL,Total Nitrogen,0.295,mg N/L,0.015,,,40459,,Q06,NCAW06241001,566911,
16475,NCCA10-1039,NH,40353,120101,CHLA,Chlorophyll_a_ugL,Chlorophyll A,4.77,ug/L,0.06,,,40909,,Q06,NCAW06241001,566912,
16488,NCCA10-1042,NH,40351,101109,PTL,Total_phosphorus_mgL,Total Phosphorus,0.095,mg P/L,0.007,,,40491,,Q06,NCAW06221001,566891,
16488,NCCA10-1042,NH,40351,101008,NTL,Total_nitrogen_mgL,Total Nitrogen,1.055,mg N/L,0.015,,,40459,,Q06,NCAW06221001,566891,
